,Track,Job Role,TSC,Minimum Level
3685,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Partnership Management,NA
3686,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,*,Level 4
3687,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,People and Performance Management,NA
3688,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,*,Level 4
3689,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Security Administration,NA
3690,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,*,Level 4
3691,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Security Education and Awareness,NA
3692,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,*,Level 5
3693,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Security Governance,NA
3694,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,*,Level 5
3695,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Security Programme Management,NA
3696,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,*,Level 4
3697,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Agile Software Development,Level 4
3698,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,AI Ethics and Governance,Level 3
3699,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Applications Development,Level 4
3700,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Budgeting,Level 5
3701,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Business Continuity,Level 5
3702,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Business Needs Analysis,Level 4
3703,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Cyber Forensics,Level 3
3704,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Process Improvement and Optimisation,Level 4
3705,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Product Management,Level 3
3706,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Quality Standards,Level 4
3707,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Software Design,Level 4
3708,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Software Testing,Level 4
3709,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Stakeholder Management,Level 4
3710,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Strategy Implementation,Level 4
3711,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Strategy Planning,Level 5
3712,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Test Planning,Level 4
3713,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Threat Analysis and Defence,Level 3
3714,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,Threat Intelligence and Detection,Level 3
3715,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx,*Note: Technical Skills and Competencies (TSCs) with,NA
3716,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx, an,NA
3717,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx, asterisk (*),NA
3718,Map_Top_5_CCS/8. Product Development/,Product Security Engineering Manager.docx, ,NA
3719,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,Budgeting,NA
3720,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,*,Level 5
3721,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,Business Agility,NA
3722,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,*,Level 5
3723,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,Business Innovation,NA
3724,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,*,Level 6
3725,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,Customer Experience Management,NA
3726,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,*,Level 5
3727,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,Design Concepts Generation,NA
3728,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,*,Level 5
3729,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,Design Thinking Practice,NA
3730,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,*,Level 6
3731,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,Learning and Development,NA
3732,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,*,Level 6
3733,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,Narrative Design,NA
3734,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx, in Product Development,NA
3735,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,*,Level 5
3736,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,Partnership Management,NA
3737,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,*,Level 5
3738,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,People and Performance Management,NA
3739,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,*,Level 4
3740,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,Process Improvement and Optimisation,NA
3741,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,*,Level 5
3742,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,Stakeholder Management,NA
3743,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,*,Level 5
3744,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,User Experience Design,NA
3745,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,*,Level 5
3746,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,User Interface Design,NA
3747,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,*,Level 5
3748,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,Artificial Intelligence Application,NA
3749,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx, in Product Development,Level 4
3750,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx,Automation Management,NA
3751,Map_Top_5_CCS/8. Product Development/,Head of Product Design.docx, in Product Development,Level 2
